Funcion objetivo: 1344551.0(integer optimal solution)


** Creation Runtime:0:0:34
** Execution Default Runtime:0:35:17

La tarea 0, el trabajador 1, el horario 3, el dia 2, rango salarial 2: 1.0
La tarea 47, el trabajador 14, el horario 4, el dia 1, rango salarial 1: 1.0
La tarea 48, el trabajador 1, el horario 0, el dia 4, rango salarial 2: 1.0
La tarea 48, el trabajador 3, el horario 0, el dia 4, rango salarial 1: 1.0
La tarea 48, el trabajador 15, el horario 0, el dia 4, rango salarial 2: 1.0
La tarea 48, el trabajador 17, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 48, el trabajador 18, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 54, el trabajador 0, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 54, el trabajador 9, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 54, el trabajador 10, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 54, el trabajador 12, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 54, el trabajador 13, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 54, el trabajador 14, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 54, el trabajador 16, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 56, el trabajador 7, el horario 0, el dia 0, rango salarial 3: 1.0
La tarea 56, el trabajador 11, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 56, el trabajador 17, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 56, el trabajador 19, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 57, el trabajador 10, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 57, el trabajador 12, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 57, el trabajador 13, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 57, el trabajador 16, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 61, el trabajador 7, el horario 4, el dia 4, rango salarial 2: 1.0
La tarea 61, el trabajador 10, el horario 4, el dia 4, rango salarial 3: 1.0
La tarea 61, el trabajador 11, el horario 4, el dia 4, rango salarial 1: 1.0
La tarea 61, el trabajador 13, el horario 4, el dia 4, rango salarial 0: 1.0
La tarea 61, el trabajador 14, el horario 4, el dia 4, rango salarial 1: 1.0
La tarea 62, el trabajador 3, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 62, el trabajador 6, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 62, el trabajador 12, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 69, el trabajador 1, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 69, el trabajador 4, el horario 4, el dia 1, rango salarial 2: 1.0
La tarea 69, el trabajador 7, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 69, el trabajador 14, el horario 4, el dia 1, rango salarial 2: 1.0
La tarea 69, el trabajador 16, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 69, el trabajador 17, el horario 4, el dia 1, rango salarial 2: 1.0
La tarea 70, el trabajador 0, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 70, el trabajador 8, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 70, el trabajador 10, el horario 4, el dia 1, rango salarial 2: 1.0
La tarea 70, el trabajador 11, el horario 4, el dia 1, rango salarial 0: 1.0
La tarea 71, el trabajador 2, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 71, el trabajador 3, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 71, el trabajador 12, el horario 4, el dia 3, rango salarial 2: 1.0
La tarea 72, el trabajador 7, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 72, el trabajador 10, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 72, el trabajador 12, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 72, el trabajador 16, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 77, el trabajador 2, el horario 0, el dia 2, rango salarial 2: 1.0
La tarea 77, el trabajador 4, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 77, el trabajador 6, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 77, el trabajador 15, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 77, el trabajador 18, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 80, el trabajador 2, el horario 0, el dia 5, rango salarial 2: 1.0
La tarea 80, el trabajador 9, el horario 0, el dia 5, rango salarial 2: 1.0
La tarea 80, el trabajador 12, el horario 0, el dia 5, rango salarial 0: 1.0
La tarea 86, el trabajador 7, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 86, el trabajador 9, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 86, el trabajador 12, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 86, el trabajador 13, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 86, el trabajador 14, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 86, el trabajador 16, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 87, el trabajador 1, el horario 0, el dia 5, rango salarial 1: 1.0
La tarea 87, el trabajador 9, el horario 0, el dia 5, rango salarial 1: 1.0
La tarea 87, el trabajador 14, el horario 0, el dia 5, rango salarial 2: 1.0
La tarea 87, el trabajador 16, el horario 0, el dia 5, rango salarial 1: 1.0
La tarea 88, el trabajador 1, el horario 0, el dia 4, rango salarial 1: 1.0
La tarea 88, el trabajador 3, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 88, el trabajador 5, el horario 0, el dia 4, rango salarial 1: 1.0
La tarea 88, el trabajador 15, el horario 0, el dia 4, rango salarial 2: 1.0
La tarea 88, el trabajador 19, el horario 0, el dia 4, rango salarial 1: 1.0
La tarea 94, el trabajador 4, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 94, el trabajador 8, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 94, el trabajador 18, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 97, el trabajador 6, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 97, el trabajador 7, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 97, el trabajador 8, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 97, el trabajador 14, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 98, el trabajador 0, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 98, el trabajador 4, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 98, el trabajador 6, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 98, el trabajador 8, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 104, el trabajador 4, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 104, el trabajador 6, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 104, el trabajador 8, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 105, el trabajador 0, el horario 1, el dia 0, rango salarial 0: 1.0
La tarea 105, el trabajador 3, el horario 1, el dia 0, rango salarial 1: 1.0
La tarea 105, el trabajador 12, el horario 1, el dia 0, rango salarial 1: 1.0
La tarea 108, el trabajador 0, el horario 1, el dia 5, rango salarial 2: 1.0
La tarea 108, el trabajador 5, el horario 1, el dia 5, rango salarial 0: 1.0
La tarea 108, el trabajador 8, el horario 1, el dia 5, rango salarial 3: 1.0
La tarea 108, el trabajador 9, el horario 1, el dia 5, rango salarial 1: 1.0
La tarea 108, el trabajador 10, el horario 1, el dia 5, rango salarial 0: 1.0
La tarea 108, el trabajador 11, el horario 1, el dia 5, rango salarial 3: 1.0
La tarea 108, el trabajador 13, el horario 1, el dia 5, rango salarial 2: 1.0
La tarea 108, el trabajador 14, el horario 1, el dia 5, rango salarial 2: 1.0
La tarea 110, el trabajador 2, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 110, el trabajador 3, el horario 0, el dia 4, rango salarial 2: 1.0
La tarea 110, el trabajador 5, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 110, el trabajador 17, el horario 0, el dia 4, rango salarial 3: 1.0
La tarea 110, el trabajador 18, el horario 0, el dia 4, rango salarial 0: 1.0
La tarea 117, el trabajador 11, el horario 0, el dia 5, rango salarial 2: 1.0
La tarea 117, el trabajador 15, el horario 0, el dia 5, rango salarial 0: 1.0
La tarea 117, el trabajador 18, el horario 0, el dia 5, rango salarial 2: 1.0
La tarea 118, el trabajador 6, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 118, el trabajador 12, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 118, el trabajador 18, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 120, el trabajador 0, el horario 2, el dia 3, rango salarial 1: 1.0
La tarea 120, el trabajador 1, el horario 2, el dia 3, rango salarial 0: 1.0
La tarea 120, el trabajador 14, el horario 2, el dia 3, rango salarial 0: 1.0
La tarea 120, el trabajador 16, el horario 2, el dia 3, rango salarial 0: 1.0
La tarea 120, el trabajador 17, el horario 2, el dia 3, rango salarial 0: 1.0
La tarea 122, el trabajador 0, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 122, el trabajador 1, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 122, el trabajador 3, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 122, el trabajador 4, el horario 0, el dia 0, rango salarial 3: 1.0
La tarea 127, el trabajador 2, el horario 2, el dia 0, rango salarial 0: 1.0
La tarea 127, el trabajador 7, el horario 2, el dia 0, rango salarial 2: 1.0
La tarea 127, el trabajador 8, el horario 2, el dia 0, rango salarial 1: 1.0
La tarea 127, el trabajador 12, el horario 2, el dia 0, rango salarial 2: 1.0
La tarea 129, el trabajador 7, el horario 0, el dia 1, rango salarial 2: 1.0
La tarea 129, el trabajador 9, el horario 0, el dia 1, rango salarial 1: 1.0
La tarea 129, el trabajador 10, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 129, el trabajador 12, el horario 0, el dia 1, rango salarial 1: 1.0
La tarea 129, el trabajador 13, el horario 0, el dia 1, rango salarial 3: 1.0
La tarea 129, el trabajador 16, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 134, el trabajador 1, el horario 2, el dia 5, rango salarial 3: 1.0
La tarea 134, el trabajador 6, el horario 2, el dia 5, rango salarial 1: 1.0
La tarea 134, el trabajador 7, el horario 2, el dia 5, rango salarial 0: 1.0
La tarea 134, el trabajador 12, el horario 2, el dia 5, rango salarial 0: 1.0
La tarea 134, el trabajador 13, el horario 2, el dia 5, rango salarial 1: 1.0
La tarea 134, el trabajador 14, el horario 2, el dia 5, rango salarial 0: 1.0
La tarea 134, el trabajador 16, el horario 2, el dia 5, rango salarial 0: 1.0
La tarea 140, el trabajador 2, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 140, el trabajador 4, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 140, el trabajador 9, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 140, el trabajador 18, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 144, el trabajador 1, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 144, el trabajador 7, el horario 4, el dia 2, rango salarial 1: 1.0
La tarea 144, el trabajador 15, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 144, el trabajador 16, el horario 4, el dia 2, rango salarial 2: 1.0
La tarea 144, el trabajador 18, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 144, el trabajador 19, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 152, el trabajador 0, el horario 4, el dia 3, rango salarial 3: 1.0
La tarea 152, el trabajador 2, el horario 4, el dia 3, rango salarial 0: 1.0
La tarea 152, el trabajador 3, el horario 4, el dia 3, rango salarial 0: 1.0
La tarea 152, el trabajador 5, el horario 4, el dia 3, rango salarial 2: 1.0
La tarea 152, el trabajador 8, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 152, el trabajador 17, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 154, el trabajador 0, el horario 4, el dia 2, rango salarial 2: 1.0
La tarea 154, el trabajador 5, el horario 4, el dia 2, rango salarial 2: 1.0
La tarea 154, el trabajador 9, el horario 4, el dia 2, rango salarial 2: 1.0
La tarea 154, el trabajador 10, el horario 4, el dia 2, rango salarial 2: 1.0
La tarea 154, el trabajador 11, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 154, el trabajador 13, el horario 4, el dia 2, rango salarial 1: 1.0
La tarea 154, el trabajador 14, el horario 4, el dia 2, rango salarial 0: 1.0
La tarea 155, el trabajador 6, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 155, el trabajador 10, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 155, el trabajador 11, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 155, el trabajador 13, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 158, el trabajador 5, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 158, el trabajador 8, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 158, el trabajador 11, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 158, el trabajador 14, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 158, el trabajador 15, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 158, el trabajador 17, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 161, el trabajador 1, el horario 0, el dia 2, rango salarial 0: 1.0
La tarea 161, el trabajador 3, el horario 0, el dia 2, rango salarial 3: 1.0
La tarea 161, el trabajador 4, el horario 0, el dia 2, rango salarial 2: 1.0
La tarea 161, el trabajador 5, el horario 0, el dia 2, rango salarial 0: 1.0
La tarea 161, el trabajador 6, el horario 0, el dia 2, rango salarial 3: 1.0
La tarea 161, el trabajador 13, el horario 0, el dia 2, rango salarial 0: 1.0
La tarea 161, el trabajador 15, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 161, el trabajador 19, el horario 0, el dia 2, rango salarial 0: 1.0
La tarea 162, el trabajador 2, el horario 4, el dia 5, rango salarial 1: 1.0
La tarea 162, el trabajador 9, el horario 4, el dia 5, rango salarial 1: 1.0
La tarea 162, el trabajador 12, el horario 4, el dia 5, rango salarial 2: 1.0
La tarea 166, el trabajador 7, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 166, el trabajador 9, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 166, el trabajador 10, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 166, el trabajador 11, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 168, el trabajador 1, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 168, el trabajador 7, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 168, el trabajador 16, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 168, el trabajador 17, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 168, el trabajador 18, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 171, el trabajador 8, el horario 0, el dia 1, rango salarial 1: 1.0
La tarea 171, el trabajador 10, el horario 0, el dia 1, rango salarial 1: 1.0
La tarea 171, el trabajador 11, el horario 0, el dia 1, rango salarial 0: 1.0
La tarea 172, el trabajador 2, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 172, el trabajador 6, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 172, el trabajador 12, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 172, el trabajador 15, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 172, el trabajador 18, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 174, el trabajador 0, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 174, el trabajador 1, el horario 4, el dia 0, rango salarial 1: 1.0
La tarea 174, el trabajador 4, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 174, el trabajador 9, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 174, el trabajador 14, el horario 4, el dia 0, rango salarial 0: 1.0
La tarea 174, el trabajador 16, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 175, el trabajador 1, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 175, el trabajador 3, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 175, el trabajador 8, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 175, el trabajador 15, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 175, el trabajador 17, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 175, el trabajador 19, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 176, el trabajador 1, el horario 3, el dia 0, rango salarial 1: 1.0
La tarea 176, el trabajador 4, el horario 3, el dia 0, rango salarial 1: 1.0
La tarea 176, el trabajador 15, el horario 3, el dia 0, rango salarial 2: 1.0
La tarea 177, el trabajador 2, el horario 4, el dia 3, rango salarial 2: 1.0
La tarea 177, el trabajador 7, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 177, el trabajador 15, el horario 4, el dia 3, rango salarial 1: 1.0
La tarea 177, el trabajador 17, el horario 4, el dia 3, rango salarial 2: 1.0
La tarea 177, el trabajador 18, el horario 4, el dia 3, rango salarial 2: 1.0
La tarea 186, el trabajador 0, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 186, el trabajador 2, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 186, el trabajador 3, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 186, el trabajador 5, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 186, el trabajador 6, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 186, el trabajador 13, el horario 0, el dia 0, rango salarial 2: 1.0
La tarea 186, el trabajador 15, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 188, el trabajador 0, el horario 3, el dia 0, rango salarial 2: 1.0
La tarea 188, el trabajador 4, el horario 3, el dia 0, rango salarial 1: 1.0
La tarea 188, el trabajador 6, el horario 3, el dia 0, rango salarial 2: 1.0
La tarea 188, el trabajador 14, el horario 3, el dia 0, rango salarial 1: 1.0
La tarea 189, el trabajador 4, el horario 3, el dia 5, rango salarial 2: 1.0
La tarea 189, el trabajador 7, el horario 3, el dia 5, rango salarial 1: 1.0
La tarea 189, el trabajador 17, el horario 3, el dia 5, rango salarial 1: 1.0
La tarea 190, el trabajador 2, el horario 2, el dia 4, rango salarial 0: 1.0
La tarea 190, el trabajador 3, el horario 2, el dia 4, rango salarial 0: 1.0
La tarea 190, el trabajador 5, el horario 2, el dia 4, rango salarial 3: 1.0
La tarea 190, el trabajador 6, el horario 2, el dia 4, rango salarial 2: 1.0
La tarea 190, el trabajador 13, el horario 2, el dia 4, rango salarial 0: 1.0
La tarea 191, el trabajador 2, el horario 0, el dia 0, rango salarial 3: 1.0
La tarea 191, el trabajador 6, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 191, el trabajador 8, el horario 0, el dia 0, rango salarial 1: 1.0
La tarea 191, el trabajador 13, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 191, el trabajador 15, el horario 0, el dia 0, rango salarial 0: 1.0
La tarea 194, el trabajador 7, el horario 4, el dia 0, rango salarial 2: 1.0
La tarea 194, el trabajador 10, el horario 4, el dia 0, rango salarial 1: 1.0
La tarea 194, el trabajador 14, el horario 4, el dia 0, rango salarial 3: 1.0
La tarea 196, el trabajador 1, el horario 0, el dia 2, rango salarial 0: 1.0
La tarea 196, el trabajador 7, el horario 0, el dia 2, rango salarial 1: 1.0
La tarea 196, el trabajador 9, el horario 0, el dia 2, rango salarial 2: 1.0
La tarea 196, el trabajador 13, el horario 0, el dia 2, rango salarial 2: 1.0
La tarea 196, el trabajador 16, el horario 0, el dia 2, rango salarial 3: 1.0
La tarea 196, el trabajador 19, el horario 0, el dia 2, rango salarial 1: 1.0

